1,Insert AVL,ordered,1
2,Insert AVL,ordered,2
3,Insert AVL,ordered,3
4,Insert AVL,ordered,4
5,Insert AVL,ordered,5
6,Insert AVL,ordered,6
7,Insert AVL,ordered,7
8,Insert AVL,ordered,8
9,Insert AVL,ordered,9
10,Insert AVL,ordered,10
11,Insert AVL,ordered,20
12,Insert AVL,ordered,30
13,Insert AVL,ordered,40
14,Insert AVL,ordered,50
15,Insert AVL,ordered,60
16,Insert AVL,ordered,70
17,Insert AVL,ordered,80
18,Insert AVL,ordered,90
19,Insert AVL,ordered,100
20,Insert AVL,ordered,110
21,Insert AVL,ordered,120
22,Insert AVL,ordered,130
23,Insert AVL,ordered,140
24,Insert AVL,ordered,150
25,Insert AVL,ordered,160
26,Insert AVL,ordered,170
27,Insert AVL,ordered,180
28,Insert AVL,ordered,190
29,Insert AVL,ordered,200
30,Insert AVL,ordered,210
31,Insert AVL,ordered,220
32,Insert AVL,ordered,230
33,Insert AVL,ordered,240
34,Insert AVL,ordered,250
35,Insert AVL,ordered,260
36,Insert AVL,ordered,270
37,Insert AVL,ordered,280
38,Insert AVL,ordered,290
39,Insert AVL,ordered,300
40,Insert AVL,ordered,310
41,Insert AVL,ordered,320
42,Insert AVL,ordered,330
43,Insert AVL,ordered,340
44,Insert AVL,ordered,350
45,Insert AVL,ordered,360
46,Insert AVL,ordered,370
47,Insert AVL,ordered,380
48,Insert AVL,ordered,390
49,Insert AVL,ordered,400
50,Insert AVL,ordered,410
51,Insert AVL,ordered,420
52,Insert AVL,ordered,430
53,Insert AVL,ordered,440
54,Insert AVL,ordered,450
55,Insert AVL,ordered,460
56,Insert AVL,ordered,470
57,Insert AVL,ordered,480
58,Insert AVL,ordered,490
59,Insert AVL,ordered,500
60,Insert AVL,ordered,510
61,Insert AVL,ordered,520
62,Insert AVL,ordered,530
63,Insert AVL,ordered,540
64,Insert AVL,ordered,550
65,Insert AVL,ordered,560
66,Insert AVL,ordered,570
67,Insert AVL,ordered,580
68,Insert AVL,ordered,590
69,Insert AVL,ordered,600
70,Insert AVL,ordered,610
71,Insert AVL,ordered,620
72,Insert AVL,ordered,630
73,Insert AVL,ordered,640
74,Insert AVL,ordered,650
75,Insert AVL,ordered,660
